season,player,cricsheet_identifier,cricinfo_id,unique_name,full_name,country,born,age,batting_style,bowling_style,playing_role
2017,Basil Thampi,871e9faf,732291,Basil Thampi,Basil Thampi,India,"September 11, 1993, Ernakulam, Kerala",28y 10m 14d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowler
2017,BB McCullum,b8a55852,37737,BB McCullum,Brendon Barrie McCullum,New Zealand,"September 27, 1981, Dunedin, Otago",40y 9m 28d 0H 0M 0S,Right hand Bat,"Right arm Medium, Right arm Offbreak",Wicketkeeper Batter
2017,BB Sran,d8b2f218,537126,BB Sran,Barinder Balbirsingh Sran,India,"December 10, 1992, Sirsa",29y 7m 15d 0H 0M 0S,Left hand Bat,Left arm Medium,Bowler
2017,BCJ Cutting,2e11c706,230371,BCJ Cutting,Benjamin Colin James Cutting,Australia,"January 30, 1987, Sunnybank, Brisbane, Queensland",35y 5m 25d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2017,Bipul Sharma,c18496e1,35928,Bipul Sharma,Bipul Sharma,India,"September 28, 1983, Amritsar, Punjab",38y 9m 27d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Allrounder
2017,C de Grandhomme,94d7f855,55395,C de Grandhomme,Colin de Grandhomme,New Zealand,"July 22, 1986, Harare",36y 0m 3d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Allrounder
2017,CA Lynn,45eda7c8,326637,CA Lynn,Christopher Austin Lynn,Australia,"April 10, 1990, Brisbane, Queensland",32y 3m 15d 0H 0M 0S,Right hand Bat,Slow Left arm Orthodox,Batter
2017,CH Gayle,db584dad,51880,CH Gayle,Christopher Henry Gayle,West Indies,"September 21, 1979, Kingston, Jamaica",42y 10m 4d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Allrounder
2017,CH Morris,fb66ce1f,439952,CH Morris,Christopher Henry Morris,South Africa,"April 30, 1987, Pretoria, Transvaal",35y 2m 25d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowling Allrounder
2017,CJ Anderson,8abdf100,277662,CJ Anderson,Corey James Anderson,New Zealand,"December 13, 1990, Christchurch, Canterbury",31y 7m 12d 0H 0M 0S,Left hand Bat,Left arm Medium fast,Batting Allrounder
2017,CR Brathwaite,e342e5fb,457249,CR Brathwaite,Carlos Ricardo Brathwaite,West Indies,"July 18, 1988, Barbados",34y 0m 7d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2017,CR Woakes,4c5d73db,247235,CR Woakes,Christopher Roger Woakes,England,"March 02, 1989, Birmingham, Warwickshire",33y 4m 23d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2017,DA Miller,d67d5f00,321777,DA Miller,David Andrew Miller,South Africa,"June 10, 1989, Pietermaritzburg, Natal",33y 1m 15d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Middle order Batter
2017,DA Warner,dcce6f09,219889,DA Warner,David Andrew Warner,Australia,"October 27, 1986, Paddington, New South Wales",35y 8m 28d 0H 0M 0S,Left hand Bat,Legbreak,Opening Batter
2017,DJ Hooda,73ad96ed,497121,DJ Hooda,Deepak Jagbir Hooda,India,"April 19, 1995, Rohtak",27y 3m 6d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Allrounder
2017,DL Chahar,23eeb873,447261,DL Chahar,Deepak Lokandersingh Chahar,India,"August 07, 1992, Agra, Uttar Pradesh",29y 11m 18d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2017,DM Bravo,14b14cd8,277472,DM Bravo,Darren Michael Bravo,West Indies,"February 06, 1989, Trinidad",33y 5m 19d 0H 0M 0S,Left hand Bat,Right arm Medium,Top order Batter
2017,DR Smith,35205dfc,53118,DR Smith,Dwayne Romel Smith,West Indies,"April 12, 1983, Storey Gap, Codrington Hill, St Michael, Barbados",39y 3m 13d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2017,DS Kulkarni,d2a989fc,277955,DS Kulkarni,Dhawal Sunil Kulkarni,India,"December 10, 1988, Bombay (now Mumbai), Maharashtra",33y 7m 15d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2017,DT Christian,2a2e6343,4864,DT Christian,Daniel Trevor Christian,Australia,"May 04, 1983, Camperdown, Sydney, New South Wales",39y 2m 21d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2017,EJG Morgan,d2a6c0e6,24598,EJG Morgan,Eoin Joseph Gerard Morgan,England,"September 10, 1986, Dublin",35y 10m 15d 0H 0M 0S,Left hand Bat,Right arm Medium,Middle order Batter
2017,F du Plessis,3355b542,44828,F du Plessis,Francois du Plessis,South Africa,"July 13, 1984, Pretoria",38y 0m 12d 0H 0M 0S,Right hand Bat,Legbreak,Middle order Batter
2017,G Gambhir,bb345e0b,28763,G Gambhir,Gautam Gambhir,India,"October 14, 1981, Delhi",40y 9m 11d 0H 0M 0S,Left hand Bat,Legbreak,Top order Batter
2017,GJ Maxwell,b681e71e,325026,GJ Maxwell,Glenn James Maxwell,Australia,"October 14, 1988, Kew, Melbourne, Victoria",33y 9m 11d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Batting Allrounder
2017,Harbhajan Singh,8b5b6769,29264,Harbhajan Singh,Harbhajan Singh,India,"July 03, 1980, Jullundur (now Jalandhar), Punjab",42y 0m 22d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Bowler
2017,HH Pandya,dbe50b21,625371,HH Pandya,Hardik Himanshu Pandya,India,"October 11, 1993, Choryasi, Gujarat",28y 9m 14d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Allrounder
2017,HM Amla,e798611a,43906,HM Amla,Hashim Mahomed Amla,South Africa,"March 31, 1983, Durban, Natal",39y 3m 25d 0H 0M 0S,Right hand Bat,"Right arm Medium, Right arm Offbreak",Top order Batter
2017,HV Patel,f986ca1a,390481,HV Patel,Harshal Vikram Patel,India,"November 23, 1990, Sanand, Gujarat",31y 8m 2d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2017,I Sharma,5bb1a1c4,236779,I Sharma,Ishant Sharma,India,"September 02, 1988, Delhi",33y 10m 23d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowler
2017,IK Pathan,5fa06777,32685,IK Pathan,Irfan Khan Pathan,India,"October 27, 1984, Baroda, Gujarat",37y 8m 28d 0H 0M 0S,Left hand Bat,Left arm Medium fast,Allrounder
2017,Imran Tahir,acee4cc4,40618,Imran Tahir,Mohammad Imran Tahir,South Africa,"March 27, 1979, Lahore, Punjab",43y 3m 28d 0H 0M 0S,Right hand Bat,Legbreak Googly,Bowler
2017,Iqbal Abdulla,85aae393,277237,Iqbal Abdulla,Sayed Iqbal Abdulla,India,"December 02, 1989, Azamgarh",32y 7m 23d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Allrounder
2017,Ishan Kishan,752f7486,720471,Ishan Kishan,Ishan Pranav Kumar Pandey Kishan,India,"July 18, 1998, Patna, Bihar",24y 0m 7d 0H 0M 0S,Left hand Bat,NA,Wicketkeeper Batter
2017,J Yadav,81049310,447587,J Yadav,Jayant Yadav,India,"January 22, 1990, Delhi",32y 6m 3d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Bowler
2017,JC Buttler,99b75528,308967,JC Buttler,Joseph Charles Buttler,England,"September 08, 1990, Taunton, Somerset",31y 10m 17d 0H 0M 0S,Right hand Bat,NA,Wicketkeeper Batter
2017,JD Unadkat,1e66c162,390484,JD Unadkat,Jaydev Dipakbhai Unadkat,India,"October 18, 1991, Porbandar",30y 9m 7d 0H 0M 0S,Right hand Bat,Left arm Medium,Bowler
2017,JJ Bumrah,462411b3,625383,JJ Bumrah,Jasprit Jasbirsingh Bumrah,India,"December 06, 1993, Ahmedabad",28y 7m 19d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2017,JJ Roy,d1c36f5c,298438,JJ Roy,Jason Jonathan Roy,England,"July 21, 1990, Durban, South Africa",32y 0m 4d 0H 0M 0S,Right hand Bat,NA,Opening Batter
2017,JP Faulkner,808f425a,270484,JP Faulkner,James Peter Faulkner,Australia,"April 29, 1990, Launceston, Tasmania",32y 2m 26d 0H 0M 0S,Right hand Bat,Left arm Fast medium,Bowling Allrounder
2017,K Rabada,e62dd25d,550215,K Rabada,Kagiso Rabada,South Africa,"May 25, 1995, Johannesburg",27y 2m 0d 0H 0M 0S,Left hand Bat,Right arm Fast,Bowler
2017,KA Pollard,a757b0d8,230559,KA Pollard,Kieron Adrian Pollard,West Indies,"May 12, 1987, Tacarigua, Trinidad",35y 2m 13d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2017,KC Cariappa,edb3d4f8,777537,KC Cariappa,Konganda Charamanna Cariappa,India,"April 13, 1994, Bangalore, Karnataka",28y 3m 12d 0H 0M 0S,Right hand Bat,Legbreak,Bowler
2017,KD Karthik,c03f1114,30045,KD Karthik,Krishnakumar Dinesh Karthik,India,"June 01, 1985, Madras (now Chennai), Tamil Nadu",37y 1m 24d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter
2017,KH Pandya,5b8c830e,471342,KH Pandya,Krunal Himanshu Pandya,India,"March 24, 1991, Ahmedabad, Gujarat",31y 4m 1d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Allrounder
2017,KK Nair,944533a5,398439,KK Nair,Karun Nair,India,"December 06, 1991, Jodhpur, Rajasthan",30y 7m 19d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Top order Batter
2017,KM Jadhav,99d63244,290716,KM Jadhav,Kedar Mahadav Jadhav,India,"March 26, 1985, Pune, Maharashtra",37y 3m 29d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Batting Allrounder
2017,KS Williamson,d027ba9f,277906,KS Williamson,Kane Stuart Williamson,New Zealand,"August 08, 1990, Tauranga",31y 11m 17d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Top order Batter
2017,Kuldeep Yadav,8d2c70ad,559235,Kuldeep Yadav,Kuldeep Yadav,India,"December 14, 1994, Kanpur, Uttar Pradesh",27y 7m 11d 0H 0M 0S,Left hand Bat,Left arm Wrist spin,Bowler
2017,KV Sharma,119678fd,30288,KV Sharma,Karn Vinod Sharma,India,"October 23, 1987, Meerut, Uttar Pradesh",34y 9m 2d 0H 0M 0S,Left hand Bat,Legbreak Googly,Bowler
2017,LH Ferguson,2f9d0389,493773,LH Ferguson,Lachlan Hammond Ferguson,New Zealand,"June 13, 1991, Auckland",31y 1m 12d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2017,LMP Simmons,89f64c19,53116,LMP Simmons,Lendl Mark Platter Simmons,West Indies,"January 25, 1985, Port of Spain, Trinidad",37y 6m 0d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Top order Batter
2017,M Vohra,c03e2850,532856,M Vohra,Manan Vohra,India,"July 18, 1993, Chandigarh, Punjab",29y 0m 7d 0H 0M 0S,Right hand Bat,Right arm Medium,Opening Batter
2017,MA Agarwal,00ea847a,398438,MA Agarwal,Mayank Anurag Agarwal,India,"February 16, 1991, Bangalore, Karnataka",31y 5m 9d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Batter
2017,Mandeep Singh,c3a96caf,398506,Mandeep Singh,Mandeep Singh,India,"December 18, 1991, Jalandhar, Punjab",30y 7m 7d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2017,MC Henriques,32198ae0,5961,MC Henriques,Moises Constantino Henriques,Australia,"February 01, 1987, Funchal, Portugal",35y 5m 24d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2017,MG Johnson,f5180fe6,6033,MG Johnson,Mitchell Guy Johnson,Australia,"November 02, 1981, Townsville, Queensland",40y 8m 23d 0H 0M 0S,Left hand Bat,Left arm Fast,Bowler
2017,MJ Guptill,2be41edb,226492,MJ Guptill,Martin James Guptill,New Zealand,"September 30, 1986, Auckland",35y 9m 25d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Opening Batter
2017,MJ Henry,e84ac20c,506612,MJ Henry,Matthew James Henry,New Zealand,"December 14, 1991, Christchurch, Canterbury",30y 7m 11d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowler
2017,MJ McClenaghan,51a3c5ef,319439,MJ McClenaghan,Mitchell John McClenaghan,New Zealand,"June 11, 1986, Hastings, Hawke's Bay",36y 1m 14d 0H 0M 0S,Left hand Bat,Left arm Fast medium,Bowler
2017,MK Pandey,93b4fc78,290630,MK Pandey,Manish Krishnanand Pandey,India,"September 10, 1989, Nainital, Uttaranchal",32y 10m 15d 0H 0M 0S,Right hand Bat,Right arm Medium,Top order Batter
2017,MK Tiwary,26e5cabf,35565,MK Tiwary,Manoj Kumar Tiwary,India,"November 14, 1985, Howrah, Bengal",36y 8m 11d 0H 0M 0S,Right hand Bat,Legbreak Googly,Batter
2017,MM Patel,f0f628c7,32965,MM Patel,Munaf Musa Patel,India,"July 12, 1983, Ikhar, Gujarat",39y 0m 13d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2017,MM Sharma,759ac88f,537119,MM Sharma,Mohit Mahipal Sharma,India,"September 18, 1988, Ballabhgarh, Haryana",33y 10m 7d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2017,MN Samuels,f846de6a,52983,MN Samuels,Marlon Nathaniel Samuels,West Indies,"February 05, 1981, Kingston, Jamaica",41y 5m 20d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Top order Batter
2017,Mohammad Nabi,62af8546,25913,Mohammad Nabi,Mohammad Nabi,Afghanistan,"January 01, 1985, Loger, Afghanistan",37y 6m 24d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Allrounder
2017,Mohammed Shami,8cf9814c,481896,Mohammed Shami,Mohammed Shami Ahmed,India,"September 03, 1990, Amroha, Uttar Pradesh",31y 10m 22d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2017,Mohammed Siraj,2f49c897,940973,Mohammed Siraj,Mohammed Siraj,India,"March 13, 1994, Hyderabad",28y 4m 12d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2017,MP Stoinis,d9273ee7,325012,MP Stoinis,Marcus Peter Stoinis,Australia,"August 16, 1989, Perth",32y 11m 9d 0H 0M 0S,Right hand Bat,Right arm Medium,Batting Allrounder
2017,MS Dhoni,4a8a2e3b,28081,MS Dhoni,Mahendra Singh Dhoni,India,"July 07, 1981, Ranchi, Bihar (now Jharkhand)",41y 0m 18d 0H 0M 0S,Right hand Bat,Right arm Medium,Wicketkeeper Batter
2017,MS Gony,ae78bc32,317293,MS Gony,Manpreet Singh Gony,India,"January 04, 1984, Roopnagar, Punjab",38y 6m 21d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2017,Mustafizur Rahman,0a8fce53,330902,Mustafizur Rahman,Mustafizur Rahman,Bangladesh,"September 06, 1995, Satkhira",26y 10m 19d 0H 0M 0S,Left hand Bat,Left arm Fast medium,Bowler
2017,N Rana,fb2d1dda,604527,N Rana,Nitish Rana,India,"December 27, 1993, Delhi",28y 6m 28d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Middle order Batter
2017,NB Singh,b822e99c,853259,NB Singh,Nathu Bharat Singh,India,"September 08, 1995, Jaipur",26y 10m 17d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2017,NM Coulter-Nile,56ab442f,261354,NM Coulter-Nile,Nathan Mitchell Coulter-Nile,Australia,"October 11, 1987, Osborne Park, Western Australia",34y 9m 14d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowling Allrounder
2017,NV Ojha,890946a0,32102,NV Ojha,Naman Vinaykumar Ojha,India,"July 20, 1983, Ujjain, Madhya Pradesh",39y 0m 5d 0H 0M 0S,Right hand Bat,NA,Wicketkeeper Batter
2017,P Kumar,e938e1bc,30732,P Kumar,Praveenkumar Sakat Singh,India,"October 02, 1986, Meerut, Uttar Pradesh",35y 9m 23d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2017,P Negi,f62772e5,530773,P Negi,Pawan Negi,India,"January 06, 1993, Delhi",29y 6m 19d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Bowler
2017,PA Patel,b5da6c24,32242,PA Patel,Parthiv Ajay Patel,India,"March 09, 1985, Ahmedabad, Gujarat",37y 4m 16d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter
2017,PJ Cummins,ded9240e,489889,PJ Cummins,Patrick James Cummins,Australia,"May 08, 1993, Westmead, Sydney",29y 2m 17d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2017,PJ Sangwan,9fc0ef64,279545,PJ Sangwan,Pradeep Jaibeer Sangwan,India,"November 05, 1990, Rasiwas, Delhi",31y 8m 20d 0H 0M 0S,Right hand Bat,Left arm Medium,Bowler
2017,PP Chawla,98ae73b1,32966,PP Chawla,Piyush Pramod Chawla,India,"December 24, 1988, Aligarh, Uttar Pradesh",33y 7m 1d 0H 0M 0S,Left hand Bat,Legbreak,Bowling Allrounder
2017,R Bhatia,33a364a6,26907,R Bhatia,Rajat Bhatia,India,"October 22, 1979, Delhi",42y 9m 3d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Allrounder
2017,R Tewatia,39a2dfa8,423838,R Tewatia,Rahul Tewatia,India,"May 20, 1993, Sihi, Haryana",29y 2m 5d 0H 0M 0S,Left hand Bat,Legbreak,Bowling Allrounder
2017,R Vinay Kumar,41eb4a4f,35731,R Vinay Kumar,Ranganath Vinay Kumar,India,"February 12, 1984, Davanagere, Karnataka",38y 5m 13d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2017,RA Jadeja,fe93fd9d,234675,RA Jadeja,Ravindrasinh Anirudhsinh Jadeja,India,"December 06, 1988, Navagam-Khed, Saurashtra",33y 7m 19d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Allrounder
2017,RA Tripathi,77255a9e,446763,RA Tripathi,Rahul Ajay Tripathi,India,"March 02, 1991, Ranchi",31y 4m 23d 0H 0M 0S,Right hand Bat,Right arm Medium,Top order Batter
2017,Rashid Khan,5f547c8b,793463,Rashid Khan,Rashid Khan Arman,Afghanistan,"September 20, 1998, Nangarhar",23y 10m 5d 0H 0M 0S,Right hand Bat,Legbreak Googly,Bowling Allrounder
2017,RD Chahar,2ed569a0,1064812,RD Chahar,Rahul Desraj Chahar,India,"August 04, 1999, Bharaatpur, Rajasthan",22y 11m 21d 0H 0M 0S,Right hand Bat,Legbreak Googly,Bowler
2017,RG Sharma,740742ef,34102,RG Sharma,Rohit Gurunath Sharma,India,"April 30, 1987, Bansod, Nagpur, Maharashtra",35y 2m 25d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Top order Batter
2017,RR Pant,919a3be2,931581,RR Pant,Rishabh Rajendra Pant,India,"October 04, 1997, Haridwar, Uttarakhand",24y 9m 21d 0H 0M 0S,Left hand Bat,NA,Wicketkeeper Batter
2017,RV Uthappa,1c17e270,35582,RV Uthappa,Robin Venu Uthappa,India,"November 11, 1985, Coorg, Karnataka",36y 8m 14d 0H 0M 0S,Right hand Bat,Right arm Medium,Batter
2017,S Aravind,957532de,290632,S Aravind,Sreenath Aravind,India,"April 08, 1984, Bangalore, Karnataka",38y 3m 17d 0H 0M 0S,Left hand Bat,Left arm Medium fast,Bowler
2017,S Badree,76388dc8,51433,S Badree,Samuel Badree,West Indies,"March 09, 1981, Barrackpore, Trinidad",41y 4m 16d 0H 0M 0S,Right hand Bat,Legbreak,Bowler
2017,S Dhawan,0a476045,28235,S Dhawan,Shikhar Dhawan,India,"December 05, 1985, Delhi",36y 7m 20d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Opening Batter
2017,S Kaul,dcf81436,326017,S Kaul,Siddarth Kaul,India,"May 19, 1990, Pathankot, Punjab",32y 2m 6d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2017,S Kaushik,1da489ff,917213,S Kaushik,Shivil Kaushik,India,7-Sep-95,26y 10m 18d 0H 0M 0S,Right hand Bat,Left arm Wrist spin,Bowler
2017,S Nadeem,9d80c5e1,31872,S Nadeem,Shahbaz Nadeem,India,"August 12, 1989, Bokaro, Bihar",32y 11m 13d 0H 0M 0S,Right hand Bat,Slow Left arm Orthodox,Bowler
2017,SA Yadav,271f83cd,446507,SA Yadav,Suryakumar Ashok Yadav,India,"September 14, 1990, Mumbai, Maharashtra",31y 10m 11d 0H 0M 0S,Right hand Bat,"Right arm Medium, Right arm Offbreak",Batter
2017,Sachin Baby,dc9dd038,432783,Sachin Baby,Sachin Baby,India,"December 18, 1988, Thodupuzha, Kerala",33y 7m 7d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Batter
2017,Sandeep Sharma,ce820073,438362,Sandeep Sharma,Sandeep Sharma,India,"May 18, 1993, Patiala, Punjab",29y 2m 7d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2017,SB Jakati,c8179c68,29655,SB Jakati,Shadab Bashir Jakati,India,"November 27, 1980, Vasco da Gama, Goa",41y 7m 28d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Bowler
2017,SE Marsh,508a1ea7,6683,SE Marsh,Shaun Edward Marsh,Australia,"July 09, 1983, Narrogin, Western Australia",39y 0m 16d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Top order Batter
2017,Shakib Al Hasan,7dc35884,56143,Shakib Al Hasan,Shakib Al Hasan,Bangladesh,"March 24, 1987, Magura, Jessore",35y 4m 1d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Allrounder
2017,SK Raina,1dc12ab9,33335,SK Raina,Suresh Kumar Raina,India,"November 27, 1986, Muradnagar, Ghaziabad, Uttar Pradesh",35y 7m 28d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Middle order Batter
2017,SL Malinga,a12e1d51,49758,SL Malinga,Separamadu Lasith Malinga,Sri Lanka,"August 28, 1983, Galle",38y 10m 27d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2017,SN Thakur,1abb78f8,475281,SN Thakur,Shardul Narendra Thakur,India,"October 16, 1991, Palghar, Maharashtra",30y 9m 9d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2017,SP Jackson,acc1aeda,237696,SP Jackson,Sheldon Philip Jackson,India,"September 27, 1986, Bhavnagar, Saurashtra",35y 9m 28d 0H 0M 0S,Right hand Bat,NA,Wicketkeeper Batter
2017,SP Narine,9d430b40,230558,SP Narine,Sunil Philip Narine,West Indies,"May 26, 1988, Arima, Trinidad & Tobago",34y 1m 29d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Bowling Allrounder
2017,SPD Smith,30a45b23,267192,SPD Smith,Steven Peter Devereux Smith,Australia,"June 02, 1989, Sydney, New South Wales",33y 1m 23d 0H 0M 0S,Right hand Bat,Legbreak Googly,Middle order Batter
2017,SR Watson,4329fbb5,8180,SR Watson,Shane Robert Watson,Australia,"June 17, 1981, Ipswich, Queensland",41y 1m 8d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2017,SS Agarwal,b51f72a5,1079668,SS Agarwal,Shubham Sanjay Agarwal,India,"November 21, 1993, Raigadh, Gujarat",28y 8m 4d 0H 0M 0S,Right hand Bat,Legbreak Googly,NA
2017,SS Iyer,85ec8e33,642519,SS Iyer,Shreyas Santosh Iyer,India,"December 06, 1994, Mumbai",27y 7m 19d 0H 0M 0S,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Top order Batter
2017,SS Tiwary,709b0bac,35390,SS Tiwary,Saurabh Sunil Tiwary,India,"December 30, 1989, Jamshedpur, Bihar",32y 6m 25d 0H 0M 0S,Left hand Bat,NA,Top order Batter
2017,STR Binny,bd17b45f,27223,STR Binny,Stuart Terence Roger Binny,India,"June 03, 1984, Bangalore, Karnataka",38y 1m 22d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2017,SV Samson,a4cc73aa,425943,SV Samson,Sanju Viswanath Samson,India,"November 11, 1994, Pulluvila, Vizhinjam, Trivandrum",27y 8m 14d 0H 0M 0S,Right hand Bat,NA,Wicketkeeper Batter
2017,SW Billings,c16d4035,297628,SW Billings,Samuel William Billings,England,"June 15, 1991, Pembury, Kent",31y 1m 10d 0H 0M 0S,Right hand Bat,NA,Wicketkeeper Batter
2017,Swapnil Singh,983f2f61,232292,Swapnil Singh,Swapnil Singh,India,"January 22, 1991, Rae Bareilly, Uttar Pradesh",31y 6m 3d 0H 0M 0S,Right hand Bat,Slow Left arm Orthodox,Bowler
2017,T Natarajan,ce794613,802575,T Natarajan,Thangarasu Natarajan,India,"April 04, 1991, Salem",31y 3m 21d 0H 0M 0S,Left hand Bat,Left arm Medium,Bowler
2017,TA Boult,a818c1be,277912,TA Boult,Trent Alexander Boult,New Zealand,"July 22, 1989, Rotorua",33y 0m 3d 0H 0M 0S,Right hand Bat,Left arm Fast medium,Bowler
2017,Tejas Baroka,c28e9f12,1082859,Tejas Baroka,Tejas Baroka,India,"February 01, 1996, Pondicherry",26y 5m 24d 0H 0M 0S,Right hand Bat,Legbreak Googly,Bowler
2017,TG Southee,13c35c9e,232364,TG Southee,Timothy Grant Southee,New Zealand,"December 11, 1988, Whangarei, Northland",33y 7m 14d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2017,TM Head,12b610c2,530011,TM Head,Travis Michael Head,Australia,"December 29, 1993, Adelaide, South Australia",28y 6m 26d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Middle order Batter
2017,TS Mills,245c97cb,459257,TS Mills,Tymal Solomon Mills,England,"August 12, 1992, Dewsbury, Yorkshire",29y 11m 13d 0H 0M 0S,Right hand Bat,Left arm Fast,Bowler
2017,UT Yadav,cc1e8c68,376116,UT Yadav,Umeshkumar Tilak Yadav,India,"October 25, 1987, Nagpur, Maharashtra",34y 9m 0d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2017,V Kohli,ba607b88,253802,V Kohli,Virat Kohli,India,"November 05, 1988, Delhi",33y 8m 20d 0H 0M 0S,Right hand Bat,Right arm Medium,Top order Batter
2017,V Shankar,0994d0ae,477021,V Shankar,Vijay Shankar,India,"January 26, 1991, Tirunelveli, Tamil Nadu",31y 5m 29d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2017,Vishnu Vinod,0494fa6e,732293,Vishnu Vinod,Vishnu Vinod,India,"December 02, 1993, Pathanamthitta, Kerala",28y 7m 23d 0H 0M 0S,Right hand Bat,NA,Wicketkeeper Batter
2017,VR Aaron,0a3d54b9,360911,VR Aaron,Varun Raymond Aaron,India,"October 29, 1989, Singhbhum, Bihar (now Jharkhand)",32y 8m 26d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2017,Washington Sundar,f19ccfad,719715,Washington Sundar,Washington Sundar,India,"October 05, 1999, Chennai, Tamil Nadu",22y 9m 20d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Bowling Allrounder
2017,WP Saha,fe11caa6,279810,WP Saha,Wriddhiman Prasanta Saha,India,"October 24, 1984, Shaktigarh",37y 9m 1d 0H 0M 0S,Right hand Bat,NA,Wicketkeeper Batter
2017,YK Pathan,3c6ffae8,32498,YK Pathan,Yusuf Khan Pathan,India,"November 17, 1982, Baroda, Gujarat",39y 8m 8d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Allrounder
2017,YS Chahal,57ee1fde,430246,YS Chahal,Yuzvendra Singh Chahal,India,"July 23, 1990, Jind, Haryana",32y 0m 2d 0H 0M 0S,Right hand Bat,Legbreak Googly,Bowler
2017,Yuvraj Singh,1c914163,36084,Yuvraj Singh,Yuvraj Singh,India,"December 12, 1981, Chandigarh",40y 7m 13d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Middle order Batter
