season,player,cricsheet_identifier,cricinfo_id,unique_name,full_name,country,born,age,batting_style,bowling_style,playing_role
2009,A Chopra,e249fdaa,27639,A Chopra,Aakash Chopra,India,"September 19, 1977, Agra, Uttar Pradesh",44y 10m 6d 0H 0M 0S,Right hand Bat,"Right arm Medium, Right arm Offbreak",Batter
2009,A Chopra,57a7b064,53910,Anjum Chopra,Anjum Chopra,India,"May 20, 1977, New Delhi",45y 2m 5d 0H 0M 0S,Left hand Bat,Right arm Medium,NA
2009,A Flintoff,ddc0828d,12856,A Flintoff,Andrew Flintoff,England,"December 06, 1977, Preston, Lancashire",44y 7m 19d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2009,A Kumble,0c2730df,30176,A Kumble,Anil Kumble,India,"October 17, 1970, Bangalore, Karnataka",51y 9m 8d 0H 0M 0S,Right hand Bat,Legbreak Googly,Bowler
2009,A Mishra,0942d272,31730,Aditya Mishra,Aditya Mishra,U.S.A.,"June 11, 1981, New Delhi, India",41y 1m 14d 0H 0M 0S,Right hand Bat,Legbreak Googly,NA
2009,A Mishra,6b19d823,31107,A Mishra,Amit Mishra,India,"November 24, 1982, Delhi",39y 8m 1d 0H 0M 0S,Right hand Bat,Legbreak,Bowler
2009,A Mithun,66cf56a5,310958,A Mithun,Abhimanyu Mithun,India,"October 25, 1989, Bangalore",32y 9m 0d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2009,A Nehra,96fd40ae,31820,A Nehra,Ashish Nehra,India,"April 29, 1979, Delhi",43y 2m 26d 0H 0M 0S,Right hand Bat,Left arm Medium fast,Bowler
2009,A Singh,5b040b81,26789,A Singh,Amit Singh,India,"June 21, 1981, Bidar, Karnataka",41y 1m 4d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2009,A Symonds,bd77eb62,7702,A Symonds,Andrew Symonds,Australia,"June 09, 1975, Birmingham, Warwickshire, England",47y 1m 16d 0H 0M 0S,Right hand Bat,"Right arm Medium, Right arm Offbreak",Allrounder
2009,AA Bilakhia,bff458c6,26946,AA Bilakhia,Azharuddin Anjum Bilakhia,India,"May 31, 1986, Mohwa, Bhavnagar, Gujarat",36y 1m 25d 0H 0M 0S,Right hand Bat,Right arm Medium,NA
2009,AB Agarkar,fa463154,26184,AB Agarkar,Ajit Bhalchandra Agarkar,India,"December 04, 1977, Bombay (now Mumbai), Maharashtra",44y 7m 21d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2009,AB de Villiers,c4487b84,44936,AB de Villiers,Abraham Benjamin de Villiers,South Africa,"February 17, 1984, Pretoria",38y 5m 8d 0H 0M 0S,Right hand Bat,Right arm Medium,Wicketkeeper Batter
2009,AB Dinda,66b30f71,227712,AB Dinda,Ashok Bhimchandra Dinda,India,"March 25, 1984, Medinipur, Calcutta (now Kolkata)",38y 4m 0d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2009,AB McDonald,16043342,6553,AB McDonald,Andrew Barry McDonald,Australia,"June 05, 1981, Wodonga, Victoria",41y 1m 20d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2009,AC Gilchrist,2b6e6dec,5390,AC Gilchrist,Adam Craig Gilchrist,Australia,"November 14, 1971, Bellingen, New South Wales",50y 8m 11d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter
2009,AD Mascarenhas,3edb58fc,16932,AD Mascarenhas,Adrian Dimitri Mascarenhas,England,"October 30, 1977, Chiswick, Middlesex",44y 8m 25d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2009,AD Mathews,896d78ad,49764,AD Mathews,Angelo Davis Mathews,Sri Lanka,"June 02, 1987, Colombo",35y 1m 23d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2009,AM Nayar,a45a5e8d,32091,AM Nayar,Abhishek Mohan Nayar,India,"October 08, 1983, Secunderabad, Hyderabad",38y 9m 17d 0H 0M 0S,Left hand Bat,Right arm Medium,Allrounder
2009,AM Rahane,29e95537,277916,AM Rahane,Ajinkya Madhukar Rahane,India,"June 06, 1988, Ashwi-KD, Maharashtra",34y 1m 19d 0H 0M 0S,Right hand Bat,Right arm Medium,Top order Batter
2009,AM Salvi,260fd380,34264,AM Salvi,Aavishkar Madhav Salvi,India,"October 20, 1981, Bombay (now Mumbai), Maharashtra",40y 9m 5d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2009,AN Ghosh,7023d182,220435,AN Ghosh,Arindam Nanigopal Ghosh,India,"October 19, 1986, Barasat, Kolkatta",35y 9m 6d 0H 0M 0S,Right hand Bat,Right arm Medium,Batter
2009,Anureet Singh,69be866a,376324,Anureet Singh,Kathuria Anureet Singh,India,"March 02, 1988, Delhi",34y 4m 23d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2009,AS Raut,c69a7b5c,230593,AS Raut,Abhishek Santosh Raut,India,"March 03, 1987, Jaipur Road, Maharashtra",35y 4m 22d 0H 0M 0S,Right hand Bat,Legbreak Googly,Allrounder
2009,B Akhil,af7dadf7,26206,B Akhil,Balachandra Akhil,India,"October 07, 1977, Bangalore, Karnataka",44y 9m 18d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2009,B Lee,dd09ff8e,6278,B Lee,Brett Lee,Australia,"November 08, 1976, Wollongong, New South Wales",45y 8m 17d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2009,BAW Mendis,ea0cdc12,268739,BAW Mendis,Balapuwaduge Ajantha Winslow Mendis,Sri Lanka,"March 11, 1985, Moratuwa",37y 4m 14d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Bowler
2009,BB McCullum,b8a55852,37737,BB McCullum,Brendon Barrie McCullum,New Zealand,"September 27, 1981, Dunedin, Otago",40y 9m 28d 0H 0M 0S,Right hand Bat,"Right arm Medium, Right arm Offbreak",Wicketkeeper Batter
2009,BJ Hodge,b57f8a9a,5674,BJ Hodge,Bradley John Hodge,Australia,"December 29, 1974, Sandringham, Victoria",47y 6m 26d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Top order Batter
2009,C Nanda,f24ca2ba,32093,C Nanda,Chetanya Nanda,India,"March 29, 1979, Delhi",43y 3m 26d 0H 0M 0S,Right hand Bat,Legbreak,NA
2009,CH Gayle,db584dad,51880,CH Gayle,Christopher Henry Gayle,West Indies,"September 21, 1979, Kingston, Jamaica",42y 10m 4d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Allrounder
2009,CK Langeveldt,d1c94b25,45963,CK Langeveldt,Charl Kenneth Langeveldt,South Africa,"December 17, 1974, Stellenbosch, Cape Province",47y 7m 8d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowler
2009,D du Preez,d7a57f75,44938,D du Preez,Dillon du Preez,South Africa,"November 08, 1981, Port Elizabeth, Cape Province",40y 8m 17d 0H 0M 0S,Right hand Bat,Right arm Fast medium,NA
2009,DA Warner,dcce6f09,219889,DA Warner,David Andrew Warner,Australia,"October 27, 1986, Paddington, New South Wales",35y 8m 28d 0H 0M 0S,Left hand Bat,Legbreak,Opening Batter
2009,DB Ravi Teja,b720a5d6,237701,DB Ravi Teja,Dwaraka Bhamidipati Ravi Teja,India,"September 05, 1987, Kakinada, Andhra Pradesh",34y 10m 20d 0H 0M 0S,Right hand Bat,Legbreak Googly,Batter
2009,DJ Bravo,87e562a9,51439,DJ Bravo,Dwayne John Bravo,West Indies,"October 07, 1983, Santa Cruz, Trinidad",38y 9m 18d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2009,DJ Hussey,fd835ab3,5766,DJ Hussey,David John Hussey,Australia,"July 15, 1977, Mt Lawley, Perth, Western Australia",45y 0m 10d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Allrounder
2009,DL Vettori,d7c6af50,38710,DL Vettori,Daniel Luca Vettori,New Zealand,"January 27, 1979, Auckland",43y 5m 28d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Allrounder
2009,DP Nannes,c404f58a,6981,DP Nannes,Dirk Peter Nannes,Australia,"May 16, 1976, Mount Waverley, Melbourne, Victoria",46y 2m 9d 0H 0M 0S,Right hand Bat,Left arm Fast,Bowler
2009,DPMD Jayawardene,d18f9182,49289,DPMD Jayawardene,Denagamage Proboth Mahela de Silva Jayawardene,Sri Lanka,"May 27, 1977, Colombo",45y 1m 28d 0H 0M 0S,Right hand Bat,Right arm Medium,Batter
2009,DR Smith,a09dd2ae,20236,David Smith,David Robert Smith,England,"October 05, 1934, Fishponds, Bristol",87y 9m 20d 0H 0M 0S,Right hand Bat,Right arm Medium,NA
2009,DR Smith,35205dfc,53118,DR Smith,Dwayne Romel Smith,West Indies,"April 12, 1983, Storey Gap, Codrington Hill, St Michael, Barbados",39y 3m 13d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2009,DS Kulkarni,d2a989fc,277955,DS Kulkarni,Dhawal Sunil Kulkarni,India,"December 10, 1988, Bombay (now Mumbai), Maharashtra",33y 7m 15d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2009,DW Steyn,8fd1a8f5,47492,DW Steyn,Dale Willem Steyn,South Africa,"June 27, 1983, Phalaborwa",39y 0m 28d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2009,FH Edwards,a7c226e1,51782,FH Edwards,Fidel Henderson Edwards,West Indies,"February 06, 1982, Gays, St Peter, Barbados",40y 5m 19d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2009,G Gambhir,bb345e0b,28763,G Gambhir,Gautam Gambhir,India,"October 14, 1981, Delhi",40y 9m 11d 0H 0M 0S,Left hand Bat,Legbreak,Top order Batter
2009,GC Smith,72861603,47270,GC Smith,Graeme Craig Smith,South Africa,"February 01, 1981, Johannesburg, Transvaal",41y 5m 24d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Opening Batter
2009,GJ Bailey,5056011d,4451,GJ Bailey,George John Bailey,Australia,"September 07, 1982, Launceston, Tasmania",39y 10m 18d 0H 0M 0S,Right hand Bat,Right arm Medium,Top order Batter
2009,GR Napier,611926bc,17991,GR Napier,Graham Richard Napier,England,"January 06, 1980, Colchester, Essex",42y 6m 19d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowling Allrounder
2009,Harbhajan Singh,8b5b6769,29264,Harbhajan Singh,Harbhajan Singh,India,"July 03, 1980, Jullundur (now Jalandhar), Punjab",42y 0m 22d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Bowler
2009,Harmeet Singh,2a72fd4f,391128,Harmeet Singh,Harmeet Singh Bansal,India,"October 09, 1987, Jodhpur, Rajasthan",34y 9m 16d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2009,Harmeet Singh,0bf15e52,422847,Harmeet Singh (2),Harmeet Singh,India,"September 07, 1992, Mumbai",29y 10m 18d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,NA
2009,HH Gibbs,e1d1b294,45224,HH Gibbs,Herschelle Herman Gibbs,South Africa,"February 23, 1974, Green Point, Cape Town, Cape Province",48y 5m 2d 0H 0M 0S,Right hand Bat,Right arm Bowler,Opening Batter
2009,I Sharma,5bb1a1c4,236779,I Sharma,Ishant Sharma,India,"September 02, 1988, Delhi",33y 10m 23d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowler
2009,IK Pathan,5fa06777,32685,IK Pathan,Irfan Khan Pathan,India,"October 27, 1984, Baroda, Gujarat",37y 8m 28d 0H 0M 0S,Left hand Bat,Left arm Medium fast,Allrounder
2009,J Botha,7c503806,44149,J Botha,Johan Botha,South Africa,"May 02, 1982, Johannesburg, Transvaal",40y 2m 23d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Allrounder
2009,JA Morkel,c3d35165,46248,JA Morkel,Johannes Albertus Morkel,South Africa,"June 10, 1981, Vereeniging, Transvaal",41y 1m 15d 0H 0M 0S,Left hand Bat,Right arm Medium fast,Bowling Allrounder
2009,Jaskaran Singh,d7b3a420,376102,Jaskaran Singh,Jaskaran Singh Buttar,India,"September 04, 1989, Mohali, Punjab",32y 10m 21d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2009,JD Ryder,91ffa6c6,38373,JD Ryder,Jesse Daniel Ryder,New Zealand,"August 06, 1984, Masterton, Wellington",37y 11m 19d 0H 0M 0S,Left hand Bat,Right arm Medium,Allrounder
2009,JDP Oram,3eac9d95,38062,JDP Oram,Jacob David Philip Oram,New Zealand,"July 28, 1978, Palmerston North, Manawatu",43y 11m 27d 0H 0M 0S,Left hand Bat,Right arm Fast medium,Allrounder
2009,JH Kallis,86dc8f2e,45789,JH Kallis,Jacques Henry Kallis,South Africa,"October 16, 1975, Pinelands, Cape Town, Cape Province",46y 9m 9d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2009,Joginder Sharma,9f961c14,29976,Joginder Sharma,Joginder Sharma,India,"October 23, 1983, Rohtak",38y 9m 2d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2009,JP Duminy,2e8994e7,44932,JP Duminy,Jean-Paul Duminy,South Africa,"April 14, 1984, Strandfontein, Cape Town, Cape Province",38y 3m 11d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Batting Allrounder
2009,K Goel,a1f1829d,28997,K Goel,Karan Goel,India,"December 24, 1986, Ludhiana, Punjab",35y 7m 1d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Opening Batter
2009,Kamran Khan,6ef60d3a,391121,Kamran Khan,Kamran Khan,India,"March 10, 1991, Azamgarh, Uttar Pradesh",31y 4m 15d 0H 0M 0S,Left hand Bat,Left arm Medium fast,Bowler
2009,Kamran Khan,922e3dcc,319750,Kamran Khan (2),Kamran Khan,Qatar,29-Sep-88,33y 9m 26d 0H 0M 0S,Right hand Bat,Right arm Medium,NA
2009,KC Sangakkara,6b71e6cf,50710,KC Sangakkara,Kumar Chokshanada Sangakkara,Sri Lanka,"October 27, 1977, Matale",44y 8m 28d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter
2009,KD Karthik,c03f1114,30045,KD Karthik,Krishnakumar Dinesh Karthik,India,"June 01, 1985, Madras (now Chennai), Tamil Nadu",37y 1m 24d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter
2009,KP Appanna,d92e42f5,269170,KP Appanna,Kotarangada Prabhu Appanna,India,"December 20, 1988, Kodagu, Karnataka",33y 7m 5d 0H 0M 0S,Right hand Bat,Slow Left arm Orthodox,NA
2009,KP Pietersen,39f01cdb,19296,KP Pietersen,Kevin Peter Pietersen,England,"June 27, 1980, Pietermaritzburg, Natal",42y 0m 28d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Top order Batter
2009,KV Sharma,119678fd,30288,KV Sharma,Karn Vinod Sharma,India,"October 23, 1987, Meerut, Uttar Pradesh",34y 9m 2d 0H 0M 0S,Left hand Bat,Legbreak Googly,Bowler
2009,L Balaji,b2b50355,26829,L Balaji,Lakshmipathy Balaji,India,"September 27, 1981, Madras (now Chennai), Tamil Nadu",40y 9m 28d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2009,L Ronchi,0fa5042b,7502,L Ronchi,Luke Ronchi,New Zealand,"April 23, 1981, Dannevirke, Manawatu, New Zealand",41y 3m 2d 0H 0M 0S,Right hand Bat,NA,Wicketkeeper Batter
2009,LA Carseldine,d872f52a,4541,LA Carseldine,Lee Andrew Carseldine,Australia,"November 17, 1975, Nambour, Queensland",46y 8m 8d 0H 0M 0S,Left hand Bat,Left arm Medium,Allrounder
2009,LA Pomersbach,b63ab531,232284,LA Pomersbach,Luke Anthony Pomersbach,Australia,"September 28, 1984, Bentley, Perth, Western Australia",37y 9m 27d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Batter
2009,LR Shukla,b1451597,34019,LR Shukla,Laxmi Ratan Shukla,India,"May 06, 1981, Howrah (now Haora), Bengal",41y 2m 19d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2009,LRPL Taylor,b61a3e1a,38699,LRPL Taylor,Luteru Ross Poutoa Lote Taylor,New Zealand,"March 08, 1984, Lower Hutt, Wellington",38y 4m 17d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Middle order Batter
2009,M Kartik,abfeb126,30049,M Kartik,Murali Kartik,India,"September 11, 1976, Madras (now Chennai), Tamil Nadu",45y 10m 14d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Bowler
2009,M Manhas,c42aaf71,31001,M Manhas,Mithun Manhas,India,"October 12, 1979, Jammu",42y 9m 13d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Allrounder
2009,M Morkel,5bb5a915,46538,M Morkel,Morne Morkel,South Africa,"October 06, 1984, Vereeniging, Transvaal",37y 9m 19d 0H 0M 0S,Left hand Bat,Right arm Fast,Bowler
2009,M Muralitharan,4ba44e19,49636,M Muralitharan,Muthiah Muralidaran,Sri Lanka,"April 17, 1972, Kandy",50y 3m 8d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Bowler
2009,M Rawat,de8d3876,33440,M Rawat,Mahesh Rawat,India,"October 25, 1985, Faridabad",36y 9m 0d 0H 0M 0S,Right hand Bat,NA,Wicketkeeper Batter
2009,M Vijay,4b57e452,237095,M Vijay,Murali Vijay,India,"April 01, 1984, Chennai",38y 3m 24d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Opening Batter
2009,Mashrafe Mortaza,e186f49c,56007,Mashrafe Mortaza,Mashrafe Bin Mortaza,Bangladesh,"October 05, 1983, Norail, Jessore",38y 9m 20d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowler
2009,MC Henriques,32198ae0,5961,MC Henriques,Moises Constantino Henriques,Australia,"February 01, 1987, Funchal, Portugal",35y 5m 24d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2009,MF Maharoof,ab89348d,49638,MF Maharoof,Mohamed Farveez Maharoof,Sri Lanka,"September 07, 1984, Colombo",37y 10m 18d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2009,MK Pandey,93b4fc78,290630,MK Pandey,Manish Krishnanand Pandey,India,"September 10, 1989, Nainital, Uttaranchal",32y 10m 15d 0H 0M 0S,Right hand Bat,Right arm Medium,Top order Batter
2009,MK Tiwary,26e5cabf,35565,MK Tiwary,Manoj Kumar Tiwary,India,"November 14, 1985, Howrah, Bengal",36y 8m 11d 0H 0M 0S,Right hand Bat,Legbreak Googly,Batter
2009,ML Hayden,d8699ab7,5616,ML Hayden,Matthew Lawrence Hayden,Australia,"October 29, 1971, Kingaroy, Queensland",50y 8m 26d 0H 0M 0S,Left hand Bat,Right arm Medium,Opening Batter
2009,MM Patel,55721867,18458,Min Patel,Minal Mahesh Patel,England,"July 07, 1970, Bombay (now Mumbai), Maharashtra, India",52y 0m 18d 0H 0M 0S,Right hand Bat,Slow Left arm Orthodox,NA
2009,MM Patel,f0f628c7,32965,MM Patel,Munaf Musa Patel,India,"July 12, 1983, Ikhar, Gujarat",39y 0m 13d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2009,MN van Wyk,710dd98c,47711,MN van Wyk,Morne Nico van Wyk,South Africa,"March 20, 1979, Bloemfontein, Orange Free State",43y 4m 5d 0H 0M 0S,Right hand Bat,Slow Left arm Orthodox,Wicketkeeper Batter
2009,Mohammad Ashraful,2bb09eb2,55988,Mohammad Ashraful,Mohammad Ashraful,Bangladesh,"July 07, 1984, Dhaka",38y 0m 18d 0H 0M 0S,Right hand Bat,"Right arm Offbreak, Legbreak",Middle order Batter
2009,MS Dhoni,4a8a2e3b,28081,MS Dhoni,Mahendra Singh Dhoni,India,"July 07, 1981, Ranchi, Bihar (now Jharkhand)",41y 0m 18d 0H 0M 0S,Right hand Bat,Right arm Medium,Wicketkeeper Batter
2009,MS Gony,ae78bc32,317293,MS Gony,Manpreet Singh Gony,India,"January 04, 1984, Roopnagar, Punjab",38y 6m 21d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2009,MV Boucher,f3cb53a1,44111,MV Boucher,Mark Verdon Boucher,South Africa,"December 03, 1976, East London, Cape Province",45y 7m 22d 0H 0M 0S,Right hand Bat,Right arm Medium,Wicketkeeper Batter
2009,NV Ojha,890946a0,32102,NV Ojha,Naman Vinaykumar Ojha,India,"July 20, 1983, Ujjain, Madhya Pradesh",39y 0m 5d 0H 0M 0S,Right hand Bat,NA,Wicketkeeper Batter
2009,P Kumar,e938e1bc,30732,P Kumar,Praveenkumar Sakat Singh,India,"October 02, 1986, Meerut, Uttar Pradesh",35y 9m 23d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2009,PA Patel,b5da6c24,32242,PA Patel,Parthiv Ajay Patel,India,"March 09, 1985, Ahmedabad, Gujarat",37y 4m 16d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter
2009,Pankaj Singh,e32d22f6,32973,Pankaj Singh,Pankaj Singh,India,"May 06, 1985, Sultanpur, Uttar Pradesh",37y 2m 19d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2009,PC Valthaty,25eeb281,35630,PC Valthaty,Paul Chandrashekar Valthaty,India,"December 07, 1983, Bombay (now Mumbai), Maharashtra",38y 7m 18d 0H 0M 0S,Right hand Bat,Right arm Medium,Batter
2009,PJ Sangwan,9fc0ef64,279545,PJ Sangwan,Pradeep Jaibeer Sangwan,India,"November 05, 1990, Rasiwas, Delhi",31y 8m 20d 0H 0M 0S,Right hand Bat,Left arm Medium,Bowler
2009,PP Chawla,98ae73b1,32966,PP Chawla,Piyush Pramod Chawla,India,"December 24, 1988, Aligarh, Uttar Pradesh",33y 7m 1d 0H 0M 0S,Left hand Bat,Legbreak,Bowling Allrounder
2009,PP Ojha,6c6591ab,32130,PP Ojha,Pragyan Prayash Ojha,India,"September 05, 1986, Bhubaneswar, Orissa",35y 10m 20d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Bowler
2009,PR Shah,0aadc906,34282,PR Shah,Pinal Rohitbhai Shah,India,"November 03, 1987, Baroda, Gujarat",34y 8m 22d 0H 0M 0S,Right hand Bat,NA,Wicketkeeper Batter
2009,R Ashwin,495d42a5,26421,R Ashwin,Ravichandran Ashwin,India,"September 17, 1986, Madras (now Chennai), Tamil Nadu",35y 10m 8d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Bowling Allrounder
2009,R Bhatia,33a364a6,26907,R Bhatia,Rajat Bhatia,India,"October 22, 1979, Delhi",42y 9m 3d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Allrounder
2009,R Bishnoi,4d5a1617,236766,R Bishnoi,Rajesh Bishnoi,India,"October 08, 1987, Bikaner",34y 9m 17d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Middle order Batter
2009,R Dravid,0184dc35,28114,R Dravid,Rahul Sharad Dravid,India,"January 11, 1973, Indore, Madhya Pradesh",49y 6m 14d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Top order Batter
2009,R Vinay Kumar,41eb4a4f,35731,R Vinay Kumar,Ranganath Vinay Kumar,India,"February 12, 1984, Davanagere, Karnataka",38y 5m 13d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2009,RA Jadeja,fe93fd9d,234675,RA Jadeja,Ravindrasinh Anirudhsinh Jadeja,India,"December 06, 1988, Navagam-Khed, Saurashtra",33y 7m 19d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Allrounder
2009,RA Shaikh,7c390b03,279460,RA Shaikh,Rahil Akhil Ahmed Shaikh,India,12-Jun-85,37y 1m 13d 0H 0M 0S,Left hand Bat,Left arm Medium,NA
2009,RE van der Merwe,05c2ca46,47850,RE van der Merwe,Roelof Erasmus van der Merwe,Netherlands,"December 31, 1984, Johannesburg, Transvaal",37y 6m 25d 0H 0M 0S,Right hand Bat,Slow Left arm Orthodox,Allrounder
2009,RG Sharma,740742ef,34102,RG Sharma,Rohit Gurunath Sharma,India,"April 30, 1987, Bansod, Nagpur, Maharashtra",35y 2m 25d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Top order Batter
2009,RJ Harris,12eddf28,5779,RJ Harris,Ryan James Harris,Australia,"October 11, 1979, Sydney, New South Wales",42y 9m 14d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2009,RJ Quiney,23ac69e6,211854,RJ Quiney,Robert John Quiney,Australia,"August 20, 1982, Brighton, Victoria",39y 11m 5d 0H 0M 0S,Left hand Bat,Right arm Medium,Batter
2009,RP Singh,c3d1402f,35280,RP Singh,Rudra Pratap Singh,India,"December 06, 1985, Rae Bareli, Uttar Pradesh",36y 7m 19d 0H 0M 0S,Right hand Bat,Left arm Fast medium,Bowler
2009,RR Bose,21ac077a,27572,RR Bose,Ranadeb Ranjit Bose,India,"February 27, 1979, Calcutta (now Kolkata), Bengal",43y 4m 28d 0H 0M 0S,Right hand Bat,Right arm Fast medium,NA
2009,RR Powar,5d096f3d,32391,RR Powar,Ramesh Rajaram Powar,India,"May 20, 1978, Bombay (now Mumbai), Maharashtra",44y 2m 5d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Bowler
2009,RR Raje,5f4e9e8f,290713,RR Raje,Rohan Ravindra Raje,India,"September 03, 1986, Neral, Maharashtra",35y 10m 22d 0H 0M 0S,Right hand Bat,Right arm Fast medium,NA
2009,RS Bopara,7ca5e05d,10582,RS Bopara,Ravinder Singh Bopara,England,"May 04, 1985, Forest Gate, London",37y 2m 21d 0H 0M 0S,Right hand Bat,Right arm Medium,Batting Allrounder
2009,RV Uthappa,1c17e270,35582,RV Uthappa,Robin Venu Uthappa,India,"November 11, 1985, Coorg, Karnataka",36y 8m 14d 0H 0M 0S,Right hand Bat,Right arm Medium,Batter
2009,S Badrinath,3576e47e,26806,S Badrinath,Subramaniam Badrinath,India,"August 30, 1980, Madras (now Chennai), Tamil Nadu",41y 10m 25d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Middle order Batter
2009,S Dhawan,0a476045,28235,S Dhawan,Shikhar Dhawan,India,"December 05, 1985, Delhi",36y 7m 20d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Opening Batter
2009,S Sohal,3fca55af,228943,S Sohal,Sunny Sohal,U.S.A.,"November 10, 1987, Mohali, Punjab, India",34y 8m 15d 0H 0M 0S,Right hand Bat,Legbreak,Batter
2009,S Sreesanth,6b8eb6e5,34274,S Sreesanth,Shanthakumaran Sreesanth,India,"February 06, 1983, Kothamangalam, Kerala",39y 5m 19d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowler
2009,S Tyagi,c24a2c5d,317784,S Tyagi,Sudeep Tyagi,India,"September 17, 1987, Ghaziabad, Uttar Pradesh",34y 10m 8d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2009,SA Asnodkar,ae091d39,26782,SA Asnodkar,Swapnil Ashok Asnodkar,India,"March 29, 1984, Porvorim, Goa, India",38y 3m 26d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Batter
2009,SB Bangar,0604ef16,27225,SB Bangar,Sanjay Bapusaheb Bangar,India,"October 11, 1972, Bid, Maharashtra",49y 9m 14d 0H 0M 0S,Right hand Bat,Right arm Medium fast,NA
2009,SB Jakati,c8179c68,29655,SB Jakati,Shadab Bashir Jakati,India,"November 27, 1980, Vasco da Gama, Goa",41y 7m 28d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Bowler
2009,SB Styris,57efa3be,38407,SB Styris,Scott Bernard Styris,New Zealand,"July 10, 1975, Brisbane, Queensland, Australia",47y 0m 15d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
